Stfartro_Id,ΔΙΑ.ΔΙΑ.0002,ΔΙΑ.ΔΙΑ.0003,ΔΙΑ.ΔΙΑ.0005,ΔΙΑ.ΔΙΑ.0006,ΔΙΑ.ΔΙΑ.0019,ΔΙΑ.ΔΙΑ.0020,ΔΙΑ.ΔΙΑ.0035,ΔΙΑ.ΔΙΑ.0045,ΔΙΑ.ΔΙΑ.0046,ΔΙΑ.ΔΙΑ.0053,ΔΙΑ.ΔΙΑ.0054,ΔΙΑ.ΔΙΑ.0055,ΔΙΑ.ΔΙΑ.0056,ΔΙΑ.ΔΙΑ.0057,ΔΙΑ.ΔΙΑ.0058,ΔΙΑ.ΔΙΑ.0060,ΔΙΑ.ΔΙΑ.0065,ΔΙΑ.ΔΙΑ.0067,ΔΙΑ.ΔΙΑ.0068,ΔΙΑ.ΔΙΑ.0071,ΔΙΑ.ΔΙΑ.0072,ΔΙΑ.ΔΙΑ.0073,ΔΙΑ.ΔΙΑ.0074,ΔΙΑ.ΔΙΑ.0075,ΔΙΑ.ΔΙΑ.0076,ΔΙΑ.ΕΝΤ.0003,ΛΙΠ.ΑΠΛ.0002,ΛΙΠ.ΑΠΛ.0006,ΛΙΠ.ΑΠΛ.0009,ΛΙΠ.ΑΠΛ.0011,ΛΙΠ.ΑΠΛ.0012,ΛΙΠ.ΑΠΛ.0018,ΛΙΠ.ΑΠΛ.0020,ΛΙΠ.ΑΠΛ.0025,ΛΙΠ.ΑΠΛ.0026,ΛΙΠ.ΑΠΛ.0027,ΛΙΠ.ΔΦΛ.0003,ΛΙΠ.ΔΦΛ.0005,ΛΙΠ.ΔΦΛ.0006,ΛΙΠ.ΔΦΛ.0010,ΛΙΠ.ΔΦΛ.0024,ΛΙΠ.ΔΦΛ.0028,ΛΙΠ.ΔΦΛ.0029,ΛΙΠ.ΔΦΛ.0030,ΛΙΠ.ΔΦΛ.0034,ΛΙΠ.ΔΦΛ.0047,ΛΙΠ.ΔΦΛ.0053,ΛΙΠ.ΔΦΛ.0057,ΛΙΠ.ΔΦΛ.0059,ΛΙΠ.ΔΦΛ.0060,ΛΙΠ.ΔΦΛ.0061,ΛΙΠ.ΔΦΛ.0062,ΛΙΠ.ΔΦΛ.0063,ΛΙΠ.ΔΦΛ.0064,ΛΙΠ.ΔΦΛ.0065,ΛΙΠ.ΔΦΛ.0066,ΛΙΠ.ΔΦΛ.0067,ΛΙΠ.ΙΧΝ.0005,ΛΙΠ.ΙΧΝ.0009,ΛΙΠ.ΙΧΝ.0013,ΛΙΠ.ΙΧΝ.0016,ΛΙΠ.ΙΧΝ.0017,ΛΙΠ.ΙΧΝ.0020,ΛΙΠ.ΙΧΝ.0021,ΛΙΠ.ΤΡΙ.0001,ΛΙΠ.ΤΡΙ.0003,ΛΙΠ.ΤΡΙ.0007,ΛΙΠ.ΤΡΙ.0010,ΛΙΠ.ΤΡΙ.0012,ΛΙΠ.ΤΡΙ.0015,ΛΙΠ.ΤΡΙ.0023,ΛΙΠ.ΤΡΙ.0029,ΛΙΠ.ΤΡΙ.0032,ΛΙΠ.ΤΡΙ.0033,ΛΙΠ.ΤΡΙ.0034,ΣΠΟ.ΚΑΛ.0001,ΣΠΟ.ΚΑΛ.0006,ΣΠΟ.ΚΑΛ.0009,ΣΠΟ.ΚΑΛ.0012,ΣΠΟ.ΚΑΛ.0016,ΣΠΟ.ΚΑΛ.0024,ΣΠΟ.ΚΑΛ.0034,ΣΠΟ.ΚΑΛ.0038,ΣΠΟ.ΚΑΛ.0040,ΣΠΟ.ΚΑΛ.0041,ΣΠΟ.ΚΑΛ.0042,ΣΠΟ.ΛΑΧ.0005,ΣΠΟ.ΛΑΧ.0013,ΣΠΟ.ΛΑΧ.0027,ΣΠΟ.ΛΑΧ.0034,ΣΠΟ.ΛΑΧ.0046,ΣΠΟ.ΛΑΧ.0063,ΣΠΟ.ΛΑΧ.0064,ΣΠΟ.ΛΑΧ.0065,ΣΠΟ.ΜΗΔ.0001,ΣΠΟ.ΡΥΖ.0005,ΣΠΟ.ΡΥΖ.0007,ΦΑΡ.ΑΚΑ.0002,ΦΑΡ.ΔΙΑ.0003,ΦΑΡ.ΕΝΤ.0009,ΦΑΡ.ΕΝΤ.0010,ΦΑΡ.ΕΝΤ.0019,ΦΑΡ.ΕΝΤ.0027,ΦΑΡ.ΕΝΤ.0029,ΦΑΡ.ΕΝΤ.0042,ΦΑΡ.ΕΝΤ.0043,ΦΑΡ.ΕΝΤ.0044,ΦΑΡ.ΕΝΤ.0068,ΦΑΡ.ΕΝΤ.0069,ΦΑΡ.ΕΝΤ.0079,ΦΑΡ.ΕΝΤ.0080,ΦΑΡ.ΕΝΤ.0086,ΦΑΡ.ΕΝΤ.0092,ΦΑΡ.ΕΝΤ.0095,ΦΑΡ.ΕΝΤ.0100,ΦΑΡ.ΕΝΤ.0104,ΦΑΡ.ΕΝΤ.0109,ΦΑΡ.ΕΝΤ.0114,ΦΑΡ.ΕΝΤ.0115,ΦΑΡ.ΕΝΤ.0116,ΦΑΡ.ΕΝΤ.0127,ΦΑΡ.ΕΝΤ.0128,ΦΑΡ.ΕΝΤ.0131,ΦΑΡ.ΕΝΤ.0132,ΦΑΡ.ΕΝΤ.0137,ΦΑΡ.ΕΝΤ.0139,ΦΑΡ.ΕΝΤ.0140,ΦΑΡ.ΕΝΤ.0142,ΦΑΡ.ΕΝΤ.0143,ΦΑΡ.ΕΝΤ.0144,ΦΑΡ.ΕΝΤ.0145,ΦΑΡ.ΕΝΤ.0146,ΦΑΡ.ΕΝΤ.0148,ΦΑΡ.ΕΝΤ.0149,ΦΑΡ.ΕΝΤ.0150,ΦΑΡ.ΕΝΤ.0151,ΦΑΡ.ΕΝΤ.0152,ΦΑΡ.ΕΝΤ.0153,ΦΑΡ.ΖΙΖ.0003,ΦΑΡ.ΖΙΖ.0021,ΦΑΡ.ΖΙΖ.0026,ΦΑΡ.ΖΙΖ.0032,ΦΑΡ.ΖΙΖ.0033,ΦΑΡ.ΖΙΖ.0034,ΦΑΡ.ΖΙΖ.0046,ΦΑΡ.ΖΙΖ.0048,ΦΑΡ.ΖΙΖ.0052,ΦΑΡ.ΖΙΖ.0054,ΦΑΡ.ΖΙΖ.0070,ΦΑΡ.ΖΙΖ.0071,ΦΑΡ.ΖΙΖ.0072,ΦΑΡ.ΖΙΖ.0085,ΦΑΡ.ΖΙΖ.0086,ΦΑΡ.ΖΙΖ.0088,ΦΑΡ.ΖΙΖ.0093,ΦΑΡ.ΖΙΖ.0094,ΦΑΡ.ΖΙΖ.0095,ΦΑΡ.ΖΙΖ.0096,ΦΑΡ.ΖΙΖ.0098,ΦΑΡ.ΖΙΖ.0101,ΦΑΡ.ΖΙΖ.0102,ΦΑΡ.ΖΙΖ.0103,ΦΑΡ.ΖΙΖ.0107,ΦΑΡ.ΖΙΖ.0114,ΦΑΡ.ΖΙΖ.0115,ΦΑΡ.ΖΙΖ.0122,ΦΑΡ.ΖΙΖ.0124,ΦΑΡ.ΖΙΖ.0125,ΦΑΡ.ΖΙΖ.0126,ΦΑΡ.ΖΙΖ.0133,ΦΑΡ.ΖΙΖ.0139,ΦΑΡ.ΖΙΖ.0144,ΦΑΡ.ΖΙΖ.0146,ΦΑΡ.ΖΙΖ.0153,ΦΑΡ.ΖΙΖ.0154,ΦΑΡ.ΖΙΖ.0155,ΦΑΡ.ΖΙΖ.0156,ΦΑΡ.ΖΙΖ.0158,ΦΑΡ.ΖΙΖ.0159,ΦΑΡ.ΖΙΖ.0160,ΦΑΡ.ΖΙΖ.0161,ΦΑΡ.ΖΙΖ.0162,ΦΑΡ.ΖΙΖ.0163,ΦΑΡ.ΖΙΖ.0165,ΦΑΡ.ΖΙΖ.0167,ΦΑΡ.ΖΙΖ.0172,ΦΑΡ.ΖΙΖ.0173,ΦΑΡ.ΖΙΖ.0178,ΦΑΡ.ΖΙΖ.0180,ΦΑΡ.ΖΙΖ.0183,ΦΑΡ.ΖΙΖ.0184,ΦΑΡ.ΖΙΖ.0185,ΦΑΡ.ΖΙΖ.0186,ΦΑΡ.ΖΙΖ.0187,ΦΑΡ.ΖΙΖ.0188,ΦΑΡ.ΛΑΔ.0001,ΦΑΡ.ΛΑΔ.0007,ΦΑΡ.ΛΑΔ.0008,ΦΑΡ.ΜΥΚ.0004,ΦΑΡ.ΜΥΚ.0005,ΦΑΡ.ΜΥΚ.0006,ΦΑΡ.ΜΥΚ.0007,ΦΑΡ.ΜΥΚ.0015,ΦΑΡ.ΜΥΚ.0026,ΦΑΡ.ΜΥΚ.0031,ΦΑΡ.ΜΥΚ.0033,ΦΑΡ.ΜΥΚ.0035,ΦΑΡ.ΜΥΚ.0042,ΦΑΡ.ΜΥΚ.0043,ΦΑΡ.ΜΥΚ.0045,ΦΑΡ.ΜΥΚ.0047,ΦΑΡ.ΜΥΚ.0056,ΦΑΡ.ΜΥΚ.0058,ΦΑΡ.ΜΥΚ.0066,ΦΑΡ.ΜΥΚ.0067,ΦΑΡ.ΜΥΚ.0070,ΦΑΡ.ΜΥΚ.0071,ΦΑΡ.ΜΥΚ.0072,ΦΑΡ.ΜΥΚ.0073,ΦΑΡ.ΜΥΚ.0074,ΦΑΡ.ΜΥΚ.0075,ΦΑΡ.ΠΟΝ.0001,ΦΑΡ.ΠΟΝ.0006,ΦΑΡ.ΠΟΝ.0010,ΦΑΡ.ΠΟΝ.0022,ΦΑΡ.ΣΑΛ.0001
6164.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6165.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6166.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6167.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6170.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6178.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6179.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6180.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6182.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6183.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
